symbol,SL32230,SL32246,SL6130,SL6669,SL7393,SL7403,SL7404,SL7625,SL7632
SPACA3,1,0,2,1,0,1,3,1,0
SPACA4,11,2,6,0,9,1,4,1,4
SPACA5,0,0,0,0,1,0,1,1,1
SPACA5B,0,0,0,0,0,0,0,0,0
SPACA6,253,293,212,195,516,180,494,454,332
SPACA6P-AS,60,16,27,25,48,14,26,28,28
SPACA7,0,0,2,0,1,1,1,0,0
SPACA9,401,318,486,307,578,410,532,523,483
SPAG1,197,188,359,366,412,251,261,367,307
SPAG11A,0,0,0,0,0,1,0,0,0
SPAG11B,0,0,0,0,0,0,0,0,0
SPAG16,284,422,651,490,781,418,892,689,667
SPAG17,4,13,18,21,18,4,4,14,12
SPAG4,224,200,151,174,322,101,185,220,226
SPAG5,697,269,426,428,549,299,239,713,535
SPAG6,80,73,278,119,185,73,101,237,205
SPAG7,821,1025,1271,947,1335,1100,1643,1411,1339
SPAG8,62,89,95,144,226,76,185,123,111
SPAG9,4589,5092,14130,6634,10904,7567,7362,11413,9880
SPAM1,0,0,9,0,1,2,3,0,0
SPANXA1,0,0,0,0,0,0,0,0,0
SPANXA2,0,0,0,0,0,0,1,0,0
SPANXB1,0,0,0,0,0,0,0,0,0
SPANXC,0,0,0,0,1,0,0,0,0
SPANXD,0,0,1,1,1,0,0,1,3
SPANXN1,0,0,2,0,0,0,1,0,0
SPANXN3,0,0,0,0,1,1,0,0,1
SPANXN4,0,0,2,1,0,0,1,0,0
SPANXN5,0,0,1,0,0,0,0,0,0
SPARC,4910,9123,9418,2991,10621,7440,6507,13540,7743
SPARCL1,46754,48135,100120,87535,117821,85162,85559,94964,97587
SPART,1544,1335,2909,1629,2721,1657,1827,2289,2173
SPART-AS1,11,6,10,18,12,4,10,8,12
SPAST,719,776,1850,902,1231,901,1030,1340,1203
SPATA1,16,18,26,32,48,12,14,37,36
SPATA12,7,2,20,4,3,6,7,8,8
SPATA13,300,362,1995,453,1048,671,735,624,657
SPATA13-AS1,1,0,9,3,1,0,3,3,0
SPATA16,2,1,6,0,0,0,4,0,0
SPATA17,52,27,64,46,43,36,30,44,37
SPATA17-AS1,0,0,0,0,0,2,0,0,0
SPATA18,65,91,139,117,101,96,76,106,123
SPATA19,0,4,3,7,4,1,1,2,1
SPATA2,4680,3393,4797,2324,3413,3330,1914,4119,3684
SPATA20,2294,2768,3729,2493,4160,2432,4274,5035,4568
SPATA21,7,6,16,4,8,1,5,7,6
SPATA22,3,2,19,8,20,2,14,9,6
SPATA24,36,42,45,37,58,31,49,55,51
SPATA25,42,43,49,50,95,33,48,65,50
SPATA2L,1102,1603,903,616,1929,924,2351,2477,1591
SPATA2P1,0,0,2,0,0,0,4,0,0
SPATA3,0,3,4,1,6,2,6,3,3
SPATA3-AS1,1,4,11,16,16,8,3,14,15
SPATA31A1,0,0,0,0,0,0,1,0,0
SPATA31A6,1,0,1,3,0,0,2,1,1
SPATA31B1P,2,12,14,4,3,3,3,4,5
SPATA31C1,19,14,44,22,24,37,15,36,25
SPATA31C2,2,3,1,1,3,4,4,7,3
SPATA31D1,1,0,1,0,0,0,0,0,0
SPATA31D2P,0,0,1,0,0,0,2,0,0
SPATA31D3,0,0,1,0,1,0,0,0,0
SPATA31D4,0,0,0,0,0,0,0,0,0
SPATA31D5P,1,0,2,0,1,0,0,1,0
SPATA31E1,2,2,9,2,3,1,1,3,5
SPATA32,3,3,3,3,4,1,2,7,3
SPATA33,420,522,506,410,703,377,655,784,627
SPATA4,21,14,30,23,24,9,29,20,17
SPATA41,76,42,101,55,73,53,50,76,74
SPATA42,1,2,2,1,3,1,0,1,2
SPATA45,2,2,6,4,3,0,5,7,4
SPATA46,45,20,28,13,27,15,12,20,13
SPATA48,2,1,5,3,9,0,7,3,2
SPATA5,110,165,348,155,322,199,192,383,268
SPATA5L1,149,192,272,140,206,146,238,233,165
SPATA6,98,136,539,257,531,245,273,398,303
SPATA6L,150,126,189,173,332,125,144,235,211
SPATA7,356,329,560,574,473,382,377,654,586
SPATA8,1,0,1,0,0,0,1,2,1
SPATA8-AS1,0,0,2,0,0,0,0,1,0
SPATA9,7,7,22,9,13,7,11,14,12
SPATC1,15,26,13,17,48,12,19,39,17
SPATC1L,522,736,353,366,699,362,782,905,254
SPATS1,0,2,2,0,1,1,5,1,1
SPATS2,2084,1458,2659,2047,2143,1933,2082,2915,2317
SPATS2L,2788,2021,3293,2068,4195,2172,2498,4258,3810
SPC24,30,25,38,37,40,41,52,138,33
SPC25,3,13,21,13,27,10,8,57,18
SPCS1,799,981,1436,841,1538,1145,1698,1378,1274
SPCS2,441,547,946,606,1029,642,1044,920,833
SPCS2P1,0,0,0,2,0,0,2,0,0
SPCS3,1625,2111,4374,2793,2389,2103,2327,4185,3282
SPDEF,225,122,167,138,175,168,202,210,176
SPDL1,239,208,353,330,460,245,295,442,343
SPDYA,97,30,39,68,69,23,43,44,58
SPDYC,6,5,8,9,6,1,7,5,2
SPDYE1,47,43,53,116,181,25,47,115,107
SPDYE17,5,0,10,17,23,5,14,5,8
SPDYE2,9,15,17,20,53,6,36,33,41
SPDYE21,26,33,26,26,76,22,20,44,42
SPDYE2B,0,3,0,4,14,1,12,5,10
SPDYE3,262,420,585,655,782,417,519,773,694
SPDYE4,0,0,0,0,0,0,1,2,0
SPDYE5,35,49,42,79,151,39,49,132,99
SPDYE7P,3,4,5,2,2,0,2,2,5
SPECC1,2808,3555,8229,5083,8291,5116,6316,7324,7237
SPECC1L,1228,1069,1638,1213,1720,1249,1542,1959,1676
SPECC1L-ADORA2A,5,1,0,4,5,0,2,6,4
SPECC1P2,0,0,0,0,0,0,0,0,0
SPEF1,289,504,398,439,540,295,732,681,544
SPEF2,544,519,946,1413,1139,641,699,907,1010
SPEG,6452,5588,6152,3319,7548,3971,3895,8326,5542
SPEM1,1,0,2,0,0,0,0,0,0
SPEM2,1,2,3,0,5,4,3,2,2
SPEN,5435,5619,10762,4807,11235,6201,5157,11240,9889
SPESP1,8,13,10,5,23,26,2,17,14
SPG11,1001,1200,2993,1677,2713,1609,1062,2349,2077
SPG21,784,703,1371,926,1233,1015,1226,1457,1106
SPG7,3955,4864,5170,3898,6982,4453,5745,7204,5778
SPHK1,327,245,266,145,242,209,260,734,195
SPHK2,5095,4719,4807,3345,6709,4506,5908,7285,5608
SPHKAP,1075,1518,3844,1804,1671,1837,877,2655,1934
SPI1,100,143,552,140,286,153,209,321,167
SPIB,3,1,14,1,6,1,3,2,1
SPIC,0,0,9,0,1,1,5,0,1
SPICE1,146,150,333,218,324,175,123,327,226
SPIDR,1654,1686,2695,1802,2400,1540,1823,3344,2638
SPIN1,7698,6719,17518,10102,11265,10491,6898,13819,13499
SPIN2A,11,19,9,26,32,15,22,32,24
SPIN2B,52,62,84,53,81,61,89,88,85
SPIN2P1,1,2,0,1,2,0,1,2,1
SPIN3,191,223,469,255,279,187,111,369,349
SPIN4,105,119,202,145,215,110,166,202,159
SPINDOC,1804,1264,1263,688,1191,921,1372,1504,1144
SPINK1,0,0,4,0,1,1,0,0,0
SPINK13,2,3,5,8,25,0,1,7,9
SPINK14,0,1,1,0,2,0,1,1,1
SPINK2,3,3,2,3,3,3,4,2,10
SPINK4,1,1,2,2,1,0,3,7,1
SPINK5,35,17,69,73,65,32,32,37,36
SPINK6,0,0,6,1,3,0,2,3,2
SPINK7,2,1,3,2,4,1,1,3,5
SPINK8,6,4,7,4,12,5,5,3,9
SPINK9,1,11,5,11,3,3,14,16,8
SPINT1,16,50,58,20,40,17,41,296,58
SPINT1-AS1,0,4,2,1,4,0,6,5,5
SPINT2,1213,1898,1403,893,1364,1073,2069,2328,1640
SPINT3,0,0,0,0,0,0,0,0,0
SPINT4,0,0,1,0,0,1,2,1,0
SPINT5P,0,0,0,0,0,0,0,0,0
SPIRE1,2237,2116,5914,2457,3632,3239,1965,4403,4032
SPIRE2,2604,2608,2389,2037,3834,1829,2537,3477,2965
SPN,6,25,104,30,57,10,79,68,33
SPNS1,39,31,20,58,82,17,40,48,45
SPNS2,3749,3887,5200,3060,5214,3655,5129,5573,5367
SPNS3,34,31,70,26,61,23,53,77,62
SPO11,0,0,2,0,0,0,4,0,1
SPOCD1,46,47,58,15,47,62,48,26,22
SPOCK1,9442,10369,25085,15082,16043,12305,10497,17134,16839
SPOCK2,27678,30654,43948,30567,42440,31551,35414,51700,43174
SPOCK3,1399,2257,6481,2574,4123,2900,5160,3257,3468
SPON2,639,605,917,416,1103,426,1194,1524,1220
SPOP,2094,1734,3297,2030,3070,2115,3327,3335,2725
SPOPL,581,564,1382,733,1161,759,729,1077,972
SPOUT1,1473,1070,1841,1075,2072,1119,2087,1943,1570
SPP1,871,1774,22827,1322,1659,2093,8475,1446,1774
SPP2,0,0,3,0,0,1,1,1,0
SPPL2A,174,147,422,166,402,267,168,340,235
SPPL2B,2880,3505,3261,2135,5296,2782,3917,4305,3504
SPPL2C,154,67,50,36,31,74,14,51,46
SPPL3,2389,2302,3910,2284,3263,2554,2983,3725,3238
SPR,578,315,401,319,388,326,360,512,368
SPRED1,1439,2384,3703,1912,4342,2560,2244,4356,3823
SPRED2,1880,2970,2948,1592,4158,2540,1465,4918,3563
SPRED3,241,436,259,97,445,228,181,628,423
SPRING1,1430,1643,3110,1278,1677,1753,571,2491,2052
SPRN,2776,3036,3468,1524,3209,1884,2779,4672,2992
SPRR1A,0,0,2,0,0,0,0,0,0
SPRR1B,0,0,0,0,1,0,0,0,0
SPRR2A,0,0,1,0,0,0,0,0,0
SPRR2B,0,0,0,0,0,0,0,0,0
SPRR2D,0,0,0,1,0,0,0,0,0
SPRR2E,0,1,1,0,0,0,1,0,0
SPRR2F,0,0,1,1,1,0,0,0,0
SPRR2G,3,3,2,6,7,3,3,7,3
SPRR3,0,0,1,0,0,0,1,0,0
SPRR4,0,0,1,0,0,0,0,0,0
SPRTN,104,124,332,173,299,237,198,316,181
SPRY1,378,266,524,230,541,477,281,482,544
SPRY2,843,1413,1697,885,3138,2086,1930,2404,2298
SPRY3,245,244,542,345,544,320,299,671,653
SPRY4,523,1547,940,757,2642,1140,1636,2909,2600
SPRY4-AS1,10,24,35,29,75,23,44,62,60
SPRYD3,12811,16001,22865,14314,16486,16719,23103,27856,22000
SPRYD4,128,152,188,132,232,159,218,270,179
SPRYD7,1096,1115,2133,1652,1925,1516,1715,2128,1990
SPRYD7P1,0,0,2,0,1,1,2,0,0
SPSB1,333,234,787,365,478,377,436,308,329
SPSB2,76,90,143,100,207,81,242,152,101
SPSB3,43,52,23,11,23,19,28,42,31
SPSB4,96,162,158,132,223,112,138,199,160
SPTA1,3,1,25,1,8,2,14,0,0
SPTAN1,46435,49938,92480,43880,73180,57085,42138,89837,75507
SPTB,3799,4436,8307,4342,7103,4695,4336,9814,7093
SPTBN1,44272,51066,103081,47478,89408,62994,41006,105674,89556
SPTBN2,23712,29784,38190,17017,33446,26496,21660,50056,33934
SPTBN4,12823,14228,13955,8989,17094,10068,13148,19977,14934
SPTBN5,650,388,364,441,664,192,472,513,553
SPTLC1,920,889,1835,1074,1592,1160,937,1337,1346
SPTLC1P1,2,5,1,2,5,0,1,4,9
SPTLC1P3,0,0,0,0,0,0,0,0,0
SPTLC1P4,0,0,0,0,0,0,1,0,0
SPTLC1P5,0,0,1,0,0,1,0,0,0
SPTLC2,1380,1684,5710,1933,2863,2342,3111,3011,2883
SPTLC3,12,18,57,16,56,18,19,125,27
SPTSSA,364,360,1038,357,748,609,719,660,594
SPTSSB,528,728,1418,1482,1259,887,868,1507,1630
SPTY2D1,363,311,699,393,536,478,297,659,531
SPTY2D1OS,15,7,5,10,15,6,10,20,9
SPX,188,120,465,269,829,304,519,365,400
SPZ1,0,0,3,1,0,0,1,0,0
SQLE,1128,1168,2309,968,1313,1406,1377,2338,1009
SQOR,79,36,105,31,56,52,60,50,41
SQSTM1,4934,4997,5934,3252,5095,3882,5565,6163,4804
SQSTM1P1,0,0,4,0,1,0,0,0,0
SRA1,841,625,894,636,936,524,1116,1255,953
SRARP,65,66,245,96,256,75,121,123,173
SRBD1,62,91,346,163,290,167,210,315,246
SRC,3402,2394,3815,2113,3683,2943,2016,4736,3463
SRCAP,4983,6902,10893,5123,10029,7061,4302,12058,9415
SRD5A1,789,862,1711,958,1163,944,925,1561,1433
SRD5A3,217,280,637,313,385,299,443,429,361
SRD5A3-AS1,67,72,153,161,175,84,114,128,119
SREBF1,2347,3598,6211,1675,8298,2653,6947,4691,3269
SREBF2,20461,19633,27870,17996,25328,22635,16765,28258,22549
SREBF2-AS1,157,119,130,127,195,107,127,185,144
SREK1,2666,1595,3512,3073,3613,2500,2807,4288,3198
SREK1IP1,858,718,1663,1327,1508,1172,1044,1764,1310
SREK1IP1P2,1,4,3,4,6,2,3,4,1
SRF,3158,2650,3376,1737,3456,2753,2390,4158,3236
SRFBP1,136,179,301,187,315,176,226,303,260
SRGAP1,235,293,673,321,1188,479,608,741,524
SRGAP2-AS1,52,21,27,28,39,14,34,83,41
SRGAP2B,208,300,558,169,329,230,116,531,373
SRGAP2C,113,62,160,42,108,70,49,193,177
SRGAP3,6505,5425,11977,6996,9034,7127,5329,10721,9864
SRGAP3-AS2,7,3,3,3,4,2,0,4,2
SRGAP3-AS3,45,15,23,41,70,13,25,40,40
SRGAP3-AS4,0,0,0,4,8,2,2,0,2
SRGN,592,285,911,230,386,594,419,433,296
SRGNP1,1,1,4,0,2,0,2,0,1
SRI,1692,1980,3555,2182,4624,2992,3040,3632,3416
SRI-AS1,3,2,1,3,3,3,0,2,2
SRIP3,0,0,0,0,0,0,0,0,0
SRL,79,84,139,83,139,224,79,164,128
SRM,2093,2548,2595,1560,2831,2148,3240,3688,2514
SRMS,10,13,15,4,22,12,21,8,5
SRP14,2779,3147,4301,3542,5538,3675,5668,5546,5094
SRP14-AS1,114,110,196,145,410,138,266,183,159
SRP14P2,2,2,21,5,15,8,6,3,12
SRP14P3,1,2,4,2,6,1,0,3,5
SRP14P4,0,0,0,0,0,0,0,0,0
SRP19,288,346,594,550,487,439,495,579,602
SRP54,792,859,1801,1095,1524,1248,1116,1537,1417
SRP68,3024,2985,5613,3385,4498,3917,3753,5565,5113
SRP68P1,0,1,0,3,7,3,0,1,9
SRP68P2,1,0,0,0,0,0,1,0,0
SRP68P3,4,3,1,1,6,1,2,1,1
SRP72,1625,1806,4754,3576,3606,3221,3648,4324,3902
SRP72P1,0,1,4,0,1,1,2,0,1
SRP72P2,14,9,14,9,13,2,12,6,11
SRP9,2105,2223,4727,3924,4862,3962,5743,4757,4529
SRPK1,1216,990,2476,1743,1790,1585,1122,2150,1853
SRPK2,9740,8365,20928,17055,16916,12713,16598,19907,18291
SRPK2P,0,1,4,3,5,1,1,1,1
SRPK3,111,252,184,118,432,101,344,211,212
SRPRA,3214,3810,6231,5182,5028,4281,3506,5957,5181
SRPRB,661,751,1368,1096,1188,1036,1141,1574,1343
SRPX,66,121,139,49,216,74,111,354,85
SRPX2,28,29,59,25,53,56,23,47,26
SRR,116,136,279,169,261,186,187,294,224
SRRD,434,446,784,501,667,513,457,830,616
SRRM1,3310,2447,4371,3322,5247,2793,4432,5537,4660
SRRM1P1,4,4,16,3,12,1,10,8,12
SRRM2,18319,20865,37310,18535,35416,19803,13883,36272,31087
SRRM2-AS1,22,32,48,45,107,32,59,57,38
SRRM3,5376,4030,3170,4612,6607,2858,4891,6119,5240
SRRM4,5064,4379,8771,6608,8291,5849,4842,8070,8345
SRRM5,46,22,23,25,51,18,20,39,26
SRRT,2653,1957,2531,1566,3283,1826,3159,3692,2682
SRSF1,1574,1573,2512,1600,2362,1781,2001,2565,2238
SRSF10,62,64,111,75,103,67,83,112,97
SRSF11,4606,3389,5189,6552,7071,3839,5635,7724,5931
SRSF12,433,363,864,489,640,476,445,680,675
SRSF2,1044,1151,1579,1449,1975,1266,2058,2091,1698
SRSF2P1,5,10,4,6,13,4,2,9,9
SRSF3,1784,1748,2525,1819,2720,1923,2654,3044,2631
SRSF3P6,0,0,2,1,0,0,3,0,1
SRSF4,1909,1844,2907,1553,3031,2315,2141,3108,2533
SRSF5,4096,3476,5447,5016,8233,3538,6207,5609,5444
SRSF6,1094,1367,2385,2012,2720,1585,2493,2407,2193
SRSF7,1500,1339,2494,1868,2123,1565,2114,2565,2138
SRSF9,2019,2019,2894,2325,2936,2176,2860,3182,3429
SRXN1,14,22,13,4,19,20,4,21,15
SRY,0,0,0,0,0,0,0,0,0
SS18,483,465,1462,629,1431,994,718,1157,905
SS18L1,1805,1454,2465,1622,2109,1699,1180,2572,2231
SS18L2,303,234,325,262,402,252,439,351,346
SSB,960,978,1766,1728,2074,1200,2017,2065,1859
SSBL3P,16,9,6,24,22,4,15,23,20
SSBL5P,2,0,1,1,1,0,0,0,2
SSBP1,403,484,669,478,718,526,773,756,532
SSBP2,1834,1617,4064,2488,2937,2427,1838,2925,2760
SSBP3,10523,8894,10317,8374,11792,9096,10895,15566,13292
SSBP3-AS1,59,20,24,48,43,22,18,27,33
SSBP4,5478,5368,3861,2752,5598,3337,5461,6904,4740
SSC4D,47,64,89,70,91,70,89,102,60
SSC5D,212,180,245,127,442,110,154,284,255
SSH1,3042,2888,4640,3004,3300,2647,1669,4198,3788
SSH2,1113,971,2849,1330,1628,1329,994,1852,1532
SSH3,660,1020,1126,666,1810,793,1112,1258,1075
SSMEM1,0,0,3,0,1,0,2,1,0
SSNA1,914,1229,960,640,1264,746,1698,1532,1124
SSPN,66,104,297,185,470,170,303,228,179
SSPOP,655,892,1030,469,2022,723,561,1134,899
SSR1,1540,2239,5803,3532,3529,3260,2740,5117,4594
SSR1P1,1,0,2,0,0,0,2,0,1
SSR1P2,0,0,2,0,0,0,0,1,0
SSR2,1115,1045,1443,1112,1397,1027,1536,1838,1315
SSR3,1080,1353,2872,1329,2043,1643,2086,2408,1917
SSR4,612,780,852,552,962,659,1197,1243,800
SSR4P1,17,21,38,30,31,31,24,42,24
SSRP1,2112,2413,4053,2205,3562,2753,2798,4392,3368
SST,298,609,650,206,527,286,1814,977,752
SSTR1,1940,1771,3224,1259,1883,1803,1334,2680,2084
SSTR2,1602,1728,2049,1213,1378,1017,1188,2338,1777
SSTR4,52,76,103,22,44,46,28,70,61
SSTR5,10,6,13,5,8,3,22,28,14
SSTR5-AS1,2,2,1,2,5,1,1,4,5
SSU72,2910,2965,3236,2184,3350,2577,3815,4341,3588
SSU72P1,1,0,2,0,0,2,0,0,0
SSU72P6,0,0,0,0,0,0,0,0,0
SSU72P8,0,0,2,1,0,0,1,0,1
SSUH2,43,20,27,41,49,16,10,28,29
SSX1,0,0,2,0,0,0,5,0,0
SSX2,0,0,0,0,0,0,0,0,0
SSX2IP,3901,2984,9698,6038,6101,5697,4265,7482,7030
SSX3,0,0,5,0,0,0,1,0,0
SSX5,0,0,1,0,0,0,6,0,0
SSX7,1,1,1,0,0,0,1,0,0
SSX8P,0,0,4,0,0,0,2,1,0
SSX9P,0,0,2,0,0,0,1,0,0
SSXP3,1,0,5,0,0,0,0,0,0
ST13,4047,3452,7221,3976,5172,4701,5576,6404,5907
ST13P15,7,5,13,20,20,12,13,20,15
ST13P9,1,1,3,1,8,1,3,5,3
ST14,78,90,174,54,143,81,68,213,110
ST18,119,657,1787,480,1507,307,983,642,696
ST20,19,5,19,33,49,11,21,45,31
ST20-MTHFS,0,0,0,0,0,0,0,0,0
ST3GAL1,2217,1717,3084,2633,2488,1968,1983,2853,2047
ST3GAL2,1799,2005,1968,1270,2197,1589,1829,3098,2359
ST3GAL3,1591,1576,2385,1922,2264,1851,1804,2543,2307
ST3GAL3-AS1,7,3,3,7,6,4,7,12,8
ST3GAL4,761,798,1289,635,1129,604,1191,1108,898
ST3GAL5,1667,1884,3640,2615,3117,2271,2792,3487,3417
ST3GAL6,518,440,652,629,687,387,508,946,753
ST6GAL1,1101,1632,4838,1992,2625,1615,1635,3457,3250
ST6GAL2,416,727,992,699,1171,825,585,1418,1015
ST6GALNAC1,21,128,143,151,249,58,165,162,183
ST6GALNAC2,85,49,56,43,64,38,40,84,54
ST6GALNAC2P1,0,0,1,0,1,0,0,1,0
ST6GALNAC3,273,224,721,255,317,281,258,297,317
ST6GALNAC4,481,535,543,363,677,563,545,627,492
ST6GALNAC4P1,34,30,10,48,51,10,37,35,38
ST6GALNAC5,919,1172,1920,1537,1743,1697,998,2120,1925
ST6GALNAC6,8502,8154,7126,4606,8090,5683,7603,9801,7590
ST7,773,476,918,629,978,643,707,962,882
ST7-AS1,5,9,8,5,16,17,12,18,10
ST7-AS2,20,20,25,36,68,12,18,45,48
ST7-OT4,4,0,3,1,5,1,3,15,8
ST7L,231,227,378,239,367,225,297,365,303
ST8SIA1,2062,1618,3863,3602,3297,2435,2343,3820,3325
ST8SIA2,57,70,78,53,78,60,32,99,72
ST8SIA3,6291,6564,16280,9194,8179,7123,4394,14274,11695
ST8SIA4,207,182,616,294,397,205,258,416,424
ST8SIA5,1277,1544,2382,1124,2059,1379,1162,2771,2053
ST8SIA6,62,75,170,87,147,36,57,163,172
ST8SIA6-AS1,9,9,11,10,11,6,2,56,16
STAB1,823,1370,4676,517,1669,1073,1029,2956,899
STAB2,42,27,24,17,50,13,13,28,22
STAC,34,27,32,22,78,10,25,64,41
STAC2,6697,8264,7081,7307,9544,7033,9107,11695,10433
STAC3,101,50,59,72,117,30,67,74,76
STAG1,336,335,944,422,879,479,297,1055,626
STAG2,1465,1266,4315,1891,3522,2073,2027,3429,2554
STAG3,608,544,1018,987,1401,619,657,928,920
STAG3L4,221,155,408,476,289,144,168,472,274
STAG3L5P,278,384,216,284,480,129,299,428,405
STAG3L5P-PVRIG2P-PILRB,2,1,0,1,0,1,2,3,0
STAM,1233,1216,2914,2003,2033,1878,1431,2259,2097
STAM-AS1,19,14,16,19,42,12,36,31,26
STAM2,609,520,1581,865,1470,868,725,1339,1273
STAMBP,757,817,2010,1051,1671,1096,1409,1781,1485
STAMBPL1,576,615,1044,827,805,585,813,1168,1086
STAP1,1,5,4,4,1,1,2,1,5
STAP2,112,82,86,87,164,82,148,131,121
STAR,168,195,357,254,271,249,211,299,323
STARD10,982,925,1026,808,1077,854,1420,1355,1218
STARD13,1215,1665,2618,1379,2185,1698,1237,2399,2168
STARD13-AS,10,8,14,13,17,3,9,19,9
STARD3,1637,1669,1710,1384,2642,1371,2548,2846,1969
STARD3NL,737,859,1420,1010,1383,940,1158,1330,1394
STARD4,1443,1018,3114,1680,1836,1737,1247,2299,1758
STARD4-AS1,78,61,120,205,227,86,47,148,159
STARD5,88,69,120,94,104,93,83,105,104
STARD6,3,8,12,8,11,16,11,7,9
STARD7,3110,3866,7633,3939,5190,4706,4435,7196,6406
STARD8,713,536,920,298,934,502,316,564,540
STARD9,881,923,1052,1010,1921,592,793,1078,1089
STAT1,1532,2056,5941,2164,3173,3105,1803,3571,3539
STAT2,1670,1855,3833,2374,3449,2083,2053,2748,2655
STAT3,3369,2337,7571,2361,4367,5122,3319,4186,3263
STAT4,875,738,1211,1208,1114,851,538,1341,1405
STAT5A,173,188,730,108,446,391,260,334,214
STAT5B,2158,2234,4748,2335,4422,3085,2672,4357,3969
STAT6,2669,2874,4194,3298,4683,2749,2849,4581,4598
STATH,0,0,4,0,1,0,4,0,2
STAU1,3892,3145,6304,3582,5510,4382,4112,5871,4929
STAU2,4262,3661,7356,6300,6173,4473,4587,7646,6848
STAU2-AS1,25,7,13,17,13,4,18,18,29
STBD1,102,103,120,72,86,120,80,134,105
STC1,167,8,330,19,32,185,21,65,17
STC2,92,92,466,77,113,73,79,176,150
STEAP1,75,43,56,53,52,42,38,52,45
STEAP1B,21,40,92,25,46,37,63,48,51
STEAP2,3354,2382,5215,5156,4279,4033,2017,5054,5330
STEAP2-AS1,1,1,2,2,2,4,2,5,8
STEAP3,86,109,313,91,170,243,76,383,137
STEAP3-AS1,21,18,41,31,46,27,31,55,39
STEAP4,66,14,85,16,27,74,13,24,12
STH,46,43,34,89,85,21,72,74,79
STIL,119,62,206,136,124,130,85,389,139
STIM1,4749,4520,9358,4523,7058,6122,4098,8826,6051
STIM1-AS1,8,16,12,4,6,8,3,13,2
STIM2,765,888,2122,1389,2081,1276,1150,1856,1593
STIMATE,11,14,12,16,20,4,15,13,33
STIMATE-MUSTN1,9,17,13,9,22,7,4,9,12
STING1,188,325,649,293,616,231,398,710,449
STIP1,7906,3923,6773,4082,5481,4399,4453,6645,5788
STK10,271,324,728,224,626,409,396,763,451
STK11,3042,2632,2834,1978,3890,2504,3474,3940,3272
STK11IP,1235,1137,1485,1283,1875,1038,1747,1794,1451
STK16,425,564,876,491,754,560,805,922,727
STK17A,481,433,1145,849,1113,670,727,1172,946
STK17B,196,74,207,72,378,267,158,206,129
STK19,288,321,434,184,490,226,425,425,390
STK24,3428,2909,5125,2665,3893,3483,2812,4814,4319
STK25,7720,8799,10328,6092,10706,7986,11064,12627,9795
STK26,32,42,106,57,72,57,37,138,53
STK3,170,130,540,203,326,299,218,442,274
STK31,7,6,31,23,33,9,36,19,20
STK32A,98,199,350,204,376,206,175,249,228
STK32B,68,151,262,103,235,94,104,233,110
STK32C,3940,4209,3807,1945,3710,2470,5256,5630,4089
STK33,46,42,106,84,287,117,119,138,122
STK33P1,0,0,0,0,1,0,2,0,0
STK35,2427,1711,3481,2276,2874,2409,1309,3090,2745
STK36,860,784,798,1428,2037,707,777,1291,1250
STK38,472,273,416,395,645,251,335,601,447
STK38L,965,698,1458,1014,1350,1068,763,1471,1170
STK39,2181,2643,5800,3850,4263,3262,3732,4783,4739
STK4,1267,1441,2601,1699,2164,1561,1577,2917,2519
STK4-AS1,1,1,7,4,8,3,5,4,8
STK40,2926,2481,2493,1747,3081,2245,2062,3633,2795
STKLD1,229,220,181,208,357,162,202,261,290
STMN1,12373,13015,18537,13532,18168,11363,26909,20437,19257
STMN2,25585,23019,30061,31463,25488,22271,32782,38818,32369
STMN3,20097,20278,25556,17197,26533,20789,32982,31437,28226
STMN4,4957,4083,6526,2751,3918,3601,5131,4978,4293
STMND1,7,3,14,6,8,8,10,8,3
STMP1,297,386,580,426,717,428,676,631,490
STN1,331,315,799,447,543,459,464,660,624
STOM,1981,1217,3615,1079,2955,3176,1426,2406,1986
STOML1,3030,3016,3553,2289,3520,2694,4152,4613,3748
STOML2,804,997,1495,1089,1470,1195,1495,1848,1543
STOML3,0,1,3,0,2,0,0,0,1
STON1,60,45,104,46,128,78,90,177,54
STON1-GTF2A1L,3,0,0,1,1,0,3,1,0
STON2,247,408,948,206,1708,801,444,1006,720
STOX1,393,332,997,344,1083,626,415,775,781
STOX2,8287,6087,11865,8960,8848,7064,5984,12268,10437
STPG1,1153,964,1884,1249,1446,1332,919,1689,1546
STPG2,9,4,27,10,13,4,27,15,14
STPG2-AS1,2,0,5,3,2,0,1,1,0
STPG3,5,27,39,14,48,12,28,18,30
STPG4,3,2,12,6,12,3,2,10,5
STRA6,13,34,17,19,15,17,47,30,10
STRA8,1,2,4,0,5,1,5,2,1
STRADA,224,226,228,313,418,193,198,356,267
STRADB,386,375,803,616,867,654,575,664,641
STRAP,2731,3013,6383,3384,4056,4086,4523,4901,4734
STRBP,2057,2200,7298,5926,5933,4418,4296,7404,6308
STRC,125,64,61,91,122,35,63,110,89
STRCP1,197,158,284,319,259,220,199,299,313
STRIP1,1662,2133,3981,2738,2883,2421,2180,3911,3357
STRIP2,625,412,1307,784,1055,673,509,952,847
STRIT1,0,0,2,1,0,1,0,0,0
STRN,1145,1312,4075,1563,2473,1905,1601,2635,2213
STRN3,811,752,1899,1105,1642,1120,1074,1589,1365
STRN4,6535,5913,6588,3972,7961,5161,6556,9168,6176
STS,2129,2179,5709,3830,3304,2817,2638,5667,5109
STSP1,0,0,0,0,0,0,0,0,0
