symbol,SL31505,SL31508,SL32268,SL6670,SL7380
AMZ2P1,496,520,714,972,1245
AMZ2P2,0,0,0,0,1
ANAPC1,383,524,335,687,1169
ANAPC10,93,99,141,183,319
ANAPC11,511,366,986,648,656
ANAPC13,1233,884,1307,1858,2512
ANAPC15,73,68,118,90,123
ANAPC16,740,644,882,1380,1612
ANAPC1P1,9,2,0,3,9
ANAPC1P3,0,1,1,0,0
ANAPC1P4,10,12,9,15,26
ANAPC2,2209,2221,4076,4649,3907
ANAPC4,317,273,421,599,696
ANAPC5,3665,2617,3459,6233,7619
ANAPC7,997,1141,1156,2411,2388
ANG,6,7,18,3,12
ANGEL1,1788,1553,1437,2534,3557
ANGEL2,1073,1200,1070,1870,3131
ANGPT1,56,101,204,94,313
ANGPT2,390,104,98,281,366
ANGPT4,8,13,13,11,13
ANGPTL1,35,47,61,71,118
ANGPTL2,677,375,830,770,1019
ANGPTL3,1,4,3,9,11
ANGPTL4,919,218,1069,648,581
ANGPTL5,8,4,5,10,10
ANGPTL6,17,22,31,36,25
ANGPTL7,13,7,13,11,12
ANGPTL8,14,10,20,33,19
ANHX,7,4,6,43,1
ANK1,1926,290,389,604,669
ANK2,15559,21377,13645,27618,60317
ANK3,7611,7236,5795,10596,21614
ANKAR,119,103,151,222,264
ANKDD1A,454,638,853,1146,1267
ANKDD1B,46,66,58,99,72
ANKEF1,53,55,45,66,162
ANKFN1,102,144,208,153,395
ANKFY1,2483,2539,2664,4073,7397
ANKH,6209,4896,4614,7386,11232
ANKHD1,56,41,86,74,57
ANKHD1-EIF4EBP3,75,44,71,86,101
ANKIB1,2834,2125,2391,5191,8133
ANKK1,60,108,83,195,157
ANKLE1,65,49,73,140,80
ANKLE2,1214,1458,1594,1892,2785
ANKMY1,432,539,719,702,822
ANKMY2,807,1025,867,1506,2625
ANKRA2,274,242,357,548,784
ANKRD1,2,5,4,3,2
ANKRD10,890,808,1277,1698,1966
ANKRD11,12877,10415,17452,18499,16510
ANKRD11P1,4,0,0,1,0
ANKRD12,5435,5676,7304,11008,13689
ANKRD13A,1327,683,1078,2145,2098
ANKRD13B,2344,2509,4506,4877,3811
ANKRD13C,518,634,769,922,1543
ANKRD13D,2792,3024,4241,5506,3925
ANKRD16,401,433,484,776,1131
ANKRD17,6481,6693,4824,12900,18644
ANKRD18A,1066,701,844,2068,1469
ANKRD18B,45,34,210,66,43
ANKRD18DP,26,48,61,116,118
ANKRD18EP,64,110,60,115,258
ANKRD19P,271,420,361,1040,829
ANKRD2,70,28,47,81,106
ANKRD20A11P,415,1838,1019,3697,480
ANKRD20A17P,0,2,2,11,1
ANKRD20A18P,1,2,3,11,3
ANKRD20A2P,8,14,13,29,19
ANKRD20A8P,194,87,76,254,182
ANKRD22,1,1,2,12,5
ANKRD23,52,29,60,93,56
ANKRD24,1912,1282,2661,1912,1543
ANKRD26,2085,1712,2075,3999,3910
ANKRD26P3,93,49,16,94,47
ANKRD26P4,5,17,5,11,21
ANKRD27,821,760,879,1499,1969
ANKRD28,1496,2360,1860,3553,5288
ANKRD29,519,267,372,681,835
ANKRD30A,0,1,2,6,4
ANKRD30B,93,94,84,277,141
ANKRD30BL,120,127,150,259,194
ANKRD30BP1,3,4,10,7,10
ANKRD31,27,49,19,82,83
ANKRD33,1,1,3,9,3
ANKRD33B,97,210,168,211,185
ANKRD34B,750,1166,692,2640,2159
ANKRD34C,102,81,66,125,203
ANKRD34C-AS1,71,106,46,99,258
ANKRD35,255,195,450,334,453
ANKRD36,943,684,1028,1776,1046
ANKRD36B,424,162,375,1217,872
ANKRD36BP1,0,0,0,0,0
ANKRD36BP2,96,120,98,269,417
ANKRD36C,1380,812,1528,2269,2126
ANKRD37,123,59,161,142,93
ANKRD39,179,162,243,371,296
ANKRD40,8754,2803,7644,4943,6479
ANKRD40CL,1,3,1,0,1
ANKRD42,612,749,657,1297,2042
ANKRD44,166,142,161,336,465
ANKRD44-AS1,1,1,0,2,0
ANKRD44-IT1,12,10,12,13,12
ANKRD45,152,275,135,359,629
ANKRD46,1071,1026,1374,1920,3354
ANKRD49,205,201,212,497,471
ANKRD49P2,0,1,2,2,5
ANKRD50,864,938,622,1166,3242
ANKRD52,3024,2922,2525,4488,5398
ANKRD53,35,65,116,74,106
ANKRD54,1155,1123,1915,2282,2296
ANKRD55,134,115,84,104,527
ANKRD6,283,321,492,398,740
ANKRD60,0,0,1,0,0
ANKRD61,13,17,26,46,30
ANKRD62,0,1,7,3,1
ANKRD62P1,1,0,0,0,1
ANKRD63,980,2593,795,1310,2438
ANKRD65,424,388,1664,922,1162
ANKRD66,1,58,67,20,50
ANKRD7,11,17,11,20,23
ANKRD9,1061,398,1589,712,689
ANKS1A,2003,1862,2176,3142,3078
ANKS1B,5735,7099,6273,13099,17063
ANKS3,894,811,1538,1905,1199
ANKS4B,15,39,20,43,42
ANKS6,754,380,936,973,802
ANKUB1,6,28,31,12,27
ANKZF1,901,632,1034,1501,1191
ANLN,5316,876,3441,2183,4014
ANO1,97,66,100,94,116
ANO10,883,680,799,1038,1861
ANO2,302,230,135,323,365
ANO3,6513,16425,5605,24703,30011
ANO4,604,202,441,671,906
ANO5,393,393,459,706,1136
ANO6,491,442,507,701,1244
ANO7,71,205,268,211,155
ANO8,2404,3252,5134,3772,3091
ANO9,24,126,42,138,28
ANOS1,346,822,1134,2181,3398
ANP32A,1906,1774,2380,3168,4936
ANP32AP1,11,14,16,36,37
ANP32B,2132,720,4190,1575,1947
ANP32BP1,6,2,2,0,4
ANP32C,0,1,3,4,2
ANP32D,1,0,0,1,0
ANP32E,1546,1964,2338,3907,5674
ANPEP,225,173,272,194,119
ANTKMT,431,421,1232,667,534
ANTXR1,833,1573,2093,2164,3279
ANTXR2,116,152,210,220,324
ANXA1,133,383,871,399,692
ANXA10,0,0,0,0,1
ANXA11,3100,4731,5661,8633,9927
ANXA13,20,1,22,4,10
ANXA2,527,421,744,414,670
ANXA2R,14,9,20,26,36
ANXA3,206,76,270,313,247
ANXA4,772,391,808,752,1016
ANXA5,1853,873,2201,2773,4162
ANXA6,7479,6566,7631,11777,12061
ANXA7,1304,1460,1895,2743,4270
ANXA9,344,108,411,204,336
AOAH,200,363,250,444,485
AOAH-IT1,0,2,1,0,1
AOC1,0,2,2,2,6
AOC2,167,122,108,230,289
AOC3,284,162,186,260,319
AOC4P,4,10,10,6,12
AOPEP,987,435,1035,1162,1178
AOX1,21,27,58,89,96
AOX2P,0,0,1,1,3
AP1AR,799,930,698,1806,2453
AP1B1,6928,7112,9445,13249,12645
AP1B1P1,0,0,0,0,0
AP1B1P2,0,0,0,0,0
AP1G1,1896,1878,1749,2863,5960
AP1G2,691,1051,1093,4898,1829
AP1M1,2264,2087,3429,2795,3945
AP1M2,4,2,2,3,4
AP1M2P1,2,1,5,2,3
AP1S1,2127,3274,2494,5047,4767
AP1S2,1032,1173,898,1984,3437
AP1S3,91,115,70,148,237
AP2A1,7632,7362,12365,10708,11717
AP2A2,4811,6258,7383,8846,12396
AP2B1,11181,11493,9931,18382,30439
AP2B1P1,10,7,1,17,10
AP2M1,17833,16501,20038,25279,34816
AP2S1,1089,902,1835,1668,2065
AP3B1,836,583,714,1303,2102
AP3B2,3666,4231,4693,6451,8302
AP3D1,8725,9394,11731,16280,17381
AP3M1,618,569,601,796,1749
AP3M2,1432,1493,1491,2444,4773
AP3S1,1325,1108,1402,2134,2957
AP3S2,1122,1199,1270,1920,3144
AP4B1,408,368,358,682,767
AP4B1-AS1,10,8,5,5,14
AP4E1,224,207,248,306,506
AP4M1,286,204,496,538,547
AP4S1,250,315,348,446,737
AP5B1,287,443,481,398,494
AP5M1,770,701,746,1185,2418
AP5S1,578,498,783,954,1092
AP5Z1,1319,1308,2095,3131,2220
APAF1,557,595,631,1148,2012
APBA1,6319,8608,6082,10200,17481
APBA2,4447,3742,6787,4765,7027
APBA3,501,396,787,696,553
APBB1,11684,9545,14756,15458,20468
APBB1IP,166,162,211,168,457
APBB2,2401,1444,2084,2378,4715
APBB3,1220,1171,1487,2662,2072
APC,5255,6932,7242,14403,30225
APC2,20630,27841,42082,28273,22566
APCDD1,1583,1374,3503,3125,3444
APCDD1L,13,34,28,17,34
APCDD1L-DT,3,7,6,3,17
APCS,0,0,0,1,0
APEH,2528,2663,3193,4817,5159
APELA,0,0,0,1,0
APEX1,1859,1668,1913,2919,3537
APEX2,417,344,502,703,903
APH1A,1354,980,1640,2122,2585
APH1B,532,546,651,907,1651
API5,1515,1588,1606,3028,5004
APIP,240,169,241,275,414
APLF,67,71,54,118,164
APLN,751,580,1982,866,1106
APLNR,696,844,2970,591,1753
APLP1,53422,49298,62332,72545,76256
APLP2,13115,14741,13556,26155,42211
APMAP,2359,2033,2545,3469,5258
APOA1,13,3,5,9,12
APOA1-AS,17,13,25,27,17
APOA2,0,0,0,1,1
APOA4,0,0,0,2,2
APOA5,0,2,0,2,1
APOB,10,10,31,13,29
APOBEC1,0,1,0,0,0
APOBEC2,27,18,39,36,30
APOBEC3A,0,1,1,2,1
APOBEC3AP1,0,0,0,0,0
APOBEC3B,0,3,3,1,2
APOBEC3B-AS1,0,0,0,0,0
APOBEC3C,109,91,131,157,249
APOBEC3D,12,13,24,18,16
APOBEC3F,19,25,31,19,45
APOBEC3G,66,60,79,72,82
APOBEC3H,11,7,28,6,6
APOBEC4,1,7,5,11,7
APOBR,36,54,92,47,65
APOC1,764,656,668,1404,1535
APOC1P1,5,9,4,14,19
APOC2,20,6,10,10,14
APOC3,1,1,1,3,2
APOC4,1,0,1,1,0
APOD,8594,1622,8034,5163,5736
APOE,30588,16694,39934,34574,39498
APOF,1,1,5,2,3
APOH,0,0,1,0,0
APOL1,331,120,130,254,265
APOL2,628,214,949,591,612
APOL3,371,185,246,597,494
APOL4,44,18,18,24,32
APOL5,1,1,1,1,1
APOL6,371,401,480,715,1305
APOLD1,3846,400,1882,895,735
APOM,25,17,69,42,52
APOO,362,235,395,417,636
APOOL,73,146,48,123,246
APOOP2,0,0,0,0,0
APP,53552,52879,54353,78778,135387
APPBP2,1461,1587,1568,3018,5224
APPL1,1142,1044,1190,2235,4308
APPL2,944,798,1061,1556,2408
APRT,279,235,515,430,422
APTR,139,88,155,217,217
APTX,549,507,548,976,1279
AQP1,3478,2720,10036,5109,7500
AQP10,3,4,7,9,12
AQP11,174,133,213,199,325
AQP12A,9,6,8,11,1
AQP12B,5,4,4,3,5
AQP2,3,0,1,1,0
AQP3,5,2,25,9,10
AQP4,8208,13037,17991,21062,56659
AQP4-AS1,61,123,142,234,134
AQP5,113,90,85,255,189
AQP6,96,63,87,190,127
AQP7,76,46,28,85,46
AQP8,12,20,20,35,19
AQP9,17,15,25,145,76
AQR,677,656,648,901,2152
AR,380,293,224,807,904
ARAF,903,659,1110,1312,1507
ARAP1,2210,1651,3753,3994,3410
ARAP1-AS2,28,20,31,54,51
ARAP2,1883,2069,1984,4037,5707
ARAP3,805,666,898,1193,946
ARC,906,1036,1254,1089,1136
ARCN1,2550,2187,1938,2904,6193
AREG,0,0,0,0,0
AREL1,1634,1553,1359,2532,3697
ARF1,9687,9226,11546,15065,20544
ARF3,18435,26699,17481,27100,49958
ARF4,1561,1527,1608,2691,4234
ARF4-AS1,4,7,8,8,5
ARF5,1724,1671,3007,3037,3300
ARF6,420,335,519,532,704
ARFGAP1,4932,4340,7821,9060,7002
ARFGAP2,2953,2897,3930,5054,6258
ARFGAP3,515,520,566,833,1297
ARFGEF1,1297,1175,1021,1896,3885
ARFGEF2,1488,1395,1411,1960,3745
ARFGEF3,6024,7576,4639,11692,24683
ARFIP1,383,274,442,679,1040
ARFIP2,1236,1220,1473,1915,2524
ARFRP1,1427,1485,1816,2374,2307
ARG1,2,0,10,3,9
ARG2,128,146,145,295,405
ARGFX,1,0,3,0,0
ARGLU1,1356,1075,2055,3676,3383
ARHGAP1,3400,2221,4058,4604,6103
ARHGAP10,194,93,205,279,275
ARHGAP11A,136,63,136,76,104
ARHGAP12,877,618,760,1262,2725
ARHGAP15,18,22,41,26,41
ARHGAP17,455,333,594,484,650
ARHGAP18,106,126,147,181,436
ARHGAP19,272,182,261,370,578
ARHGAP19-SLIT1,9,11,9,11,21
ARHGAP20,862,1732,695,1695,4130
ARHGAP21,9426,6311,9258,8139,15168
ARHGAP22,820,418,1267,657,879
ARHGAP23P1,52,24,89,44,41
ARHGAP24,553,199,332,469,504
ARHGAP25,87,56,92,120,173
ARHGAP26,2660,3423,2510,4354,9646
ARHGAP26-AS1,1,0,1,3,2
ARHGAP26-IT1,3,1,4,7,8
ARHGAP27,1492,2224,1230,3685,2930
ARHGAP27P1-BPTFP1-KPNA2P3,44,47,73,77,66
ARHGAP28,43,35,42,40,135
ARHGAP29,491,326,428,1260,1049
ARHGAP29-AS1,0,0,1,1,0
ARHGAP30,98,140,185,216,364
ARHGAP31,940,906,1307,1305,2201
ARHGAP31-AS1,8,1,12,6,12
ARHGAP32,5391,9026,6167,15090,20485
ARHGAP33,6439,8770,10169,10718,8407
ARHGAP35,9017,9421,10553,11600,20953
ARHGAP36,154,130,102,61,2228
ARHGAP39,1897,1944,3850,2648,2528
ARHGAP4,547,674,1141,1117,810
ARHGAP40,29,78,30,73,63
ARHGAP42,161,128,174,177,439
ARHGAP42-AS1,5,5,7,5,10
ARHGAP44,2830,3110,2651,4008,5980
ARHGAP45,1025,933,1645,1863,1360
ARHGAP5,5177,4125,6473,12150,18950
ARHGAP6,563,741,527,336,2537
ARHGAP8,13,6,12,14,17
ARHGAP9,111,58,108,99,128
ARHGDIA,3995,5129,8027,7936,7798
ARHGDIB,283,241,304,427,554
ARHGDIG,3471,2125,6095,3289,2703
ARHGEF1,2777,1512,4752,3782,2408
ARHGEF10,1976,1164,2396,2333,2081
ARHGEF10L,2957,3381,4739,4830,4400
ARHGEF11,4380,3289,3819,5474,6266
ARHGEF12,4716,5458,4412,7775,15842
ARHGEF15,320,123,203,475,321
ARHGEF16,219,51,181,233,113
ARHGEF17,10539,14420,11533,20900,22082
ARHGEF18,1175,919,1598,1716,1781
ARHGEF19,43,57,164,180,195
ARHGEF2,5061,5349,5774,9797,8342
ARHGEF2-AS1,0,0,2,0,0
ARHGEF2-AS2,29,9,34,34,34
ARHGEF25,721,613,1334,919,1088
ARHGEF26,672,818,1082,1561,2980
ARHGEF26-AS1,353,347,640,764,1441
ARHGEF28,113,97,300,114,265
ARHGEF3,1139,739,1010,1452,2144
ARHGEF3-AS1,0,0,1,0,0
ARHGEF33,132,140,113,139,276
ARHGEF35,1,4,8,10,13
ARHGEF37,2559,1159,3323,2582,3481
ARHGEF38,12,9,20,21,22
ARHGEF38-IT1,0,0,0,0,0
ARHGEF39,17,12,23,20,22
ARHGEF4,13360,19537,22742,27253,23972
ARHGEF40,1814,1667,3015,3138,3311
ARHGEF5,29,25,40,94,108
ARHGEF6,1404,1017,1234,1431,3457
ARHGEF7,3863,4102,3447,7769,11664
ARHGEF7-AS2,10,12,12,12,26
ARHGEF9,8879,12510,7064,15570,28717
ARHGEF9-IT1,1,0,0,3,1
ARID1A,5142,6476,6199,9508,13085
ARID1B,2602,3730,3161,4197,7476
ARID2,559,585,609,994,1700
ARID3A,203,198,334,293,246
ARID3B,140,117,168,208,294
ARID3C,24,15,19,31,48
ARID4A,1963,1894,2479,3960,5447
ARID4B,3653,2560,4088,6778,7532
ARID5A,546,285,972,518,488
ARID5B,1147,783,1131,2322,3237
ARIH1,1343,1567,1271,2619,5039
ARIH2,1770,1411,1542,2621,3737
ARL1,1959,1968,1947,3324,5896
ARL10,1179,1492,1384,2028,4208
ARL11,3,6,8,6,19
ARL13A,11,15,12,19,28
ARL13B,245,213,350,657,858
ARL14,0,0,0,0,0
ARL14EP,611,790,640,1630,2538
ARL14EPL,0,0,0,1,2
ARL14EPP1,1,2,2,6,0
ARL15,210,190,331,291,539
ARL16,426,334,583,806,722
ARL17A,88,68,88,130,108
ARL2,1377,1449,2476,2163,2180
ARL2-SNX15,0,0,1,0,2
ARL2BP,1063,865,1144,2073,2537
ARL2BPP10,0,0,0,0,0
ARL2BPP5,0,0,0,0,0
ARL2BPP6,5,7,2,16,8
ARL3,2072,1993,2084,4033,4984
ARL4A,205,290,294,569,928
ARL4C,1066,663,1530,1886,1819
ARL4D,366,517,461,974,720
ARL5A,1276,1890,1356,4377,6857
ARL5AP3,0,0,0,6,4
ARL5B,361,346,369,652,1340
ARL5C,36,46,33,108,65
ARL6,196,328,205,474,804
ARL6IP1,5446,4983,6958,10230,16798
ARL6IP4,25,12,22,25,17
ARL6IP5,2676,2197,2668,4593,7407
ARL6IP6,279,224,406,407,540
ARL8A,3924,2758,4662,4052,6631
ARL8B,3454,3293,3285,8063,13479
ARL9,61,56,37,77,100
ARLNC1,12,8,19,22,32
ARMC1,1067,919,1313,2072,3028
ARMC10,604,562,786,836,1701
ARMC12,56,42,76,101,95
ARMC2,149,208,221,332,400
ARMC3,74,234,373,142,414
ARMC4,17,103,113,36,192
ARMC5,1066,998,1677,1793,1449
ARMC6,1157,1015,1625,1894,2134
ARMC7,253,208,301,399,478
ARMC8,975,869,1006,1759,2623
ARMC8P1,2,4,1,3,0
ARMC9,772,1248,890,2087,2080
ARMCX1,575,628,713,1124,1653
ARMCX2,1457,1654,1550,2787,4738
ARMCX3,2215,2649,2185,4661,7239
ARMCX4,776,1008,914,2812,3580
ARMCX5,137,148,181,221,336
ARMCX6,129,95,145,221,346
ARMH1,209,234,481,508,401
ARMH2,0,0,0,0,0
ARMH3,981,1042,888,1502,2409
ARMH4,486,876,519,2644,3689
ARMS2,3,3,2,5,1
ARMT1,485,433,367,1106,1451
ARNT,669,546,809,876,1561
ARNT2,12334,22563,15265,31737,43957
ARNTL,506,634,581,901,1961
ARNTL2,101,125,160,148,338
ARNTL2-AS1,1,1,0,1,2
ARPC1A,2270,1642,2713,3380,4574
ARPC1B,289,161,326,319,400
ARPC1BP1,0,0,0,1,0
ARPC2,3553,4403,3656,6342,8644
ARPC3,818,896,1304,1927,2167
ARPC4,830,711,1375,1518,1470
ARPC4-TTLL3,2,0,1,1,1
ARPC5,1479,1549,1862,2470,4487
ARPC5L,1264,1338,1525,2611,3019
ARPIN,759,763,745,972,1665
ARPIN-AP3S2,0,0,0,0,0
ARPP19,12240,21857,16572,43886,46754
ARPP21,17794,40241,16061,60567,98507
ARR3,9,19,15,21,21
ARRB1,2997,5355,3611,4272,8645
ARRB2,1343,1086,2362,1973,2654
ARRDC1,1248,1262,2011,2457,1637
ARRDC1-AS1,436,337,632,561,581
ARRDC2,1581,605,3974,1116,1027
ARRDC3,403,270,414,559,943
ARRDC4,462,707,1380,580,1433
ARRDC5,35,19,39,21,29
ARSA,1210,1116,2446,2323,1770
ARSB,456,568,441,662,1274
ARSD,295,233,404,490,690
ARSD-AS1,0,0,0,0,0
ARSF,88,45,76,161,128
ARSG,229,286,230,379,586
ARSH,0,0,0,0,0
ARSI,93,17,86,70,72
ARSJ,68,34,103,95,172
ARSK,128,114,125,217,447
ARSL,86,83,118,179,160
ART1,9,1,8,4,1
ART2BP,0,0,0,0,0
ART3,103,76,140,418,203
ART4,4,3,2,8,4
ART5,15,3,2,2,2
ARTN,41,37,65,75,55
ARV1,472,376,531,905,1277
ARVCF,1325,1641,3273,3005,2710
ARX,790,530,1092,608,758
AS3MT,2,2,9,4,1
ASAH1,2472,2052,2570,4174,6119
ASAH2,39,18,8,23,39
ASAH2B,121,100,85,122,217
ASAP1,1700,1595,1737,2755,4673
ASAP2,762,1265,686,1363,2562
ASAP3,795,745,1903,1666,1790
ASB1,3225,3558,3266,3936,7975
ASB10,9,1,1,2,2
ASB11,1,0,0,2,1
ASB12,0,0,0,1,0
ASB13,898,703,1021,1284,1536
ASB14,26,26,51,77,72
ASB15,1,1,0,0,0
ASB15-AS1,0,0,0,2,1
ASB16,44,40,64,63,67
ASB16-AS1,73,65,106,106,129
ASB17,0,0,0,1,1
ASB18,93,114,36,163,80
ASB2,32,6,126,33,40
ASB3,35,32,95,100,116
ASB4,52,64,67,110,57
ASB5,19,12,31,28,54
ASB6,810,970,1168,1674,1920
ASB7,299,274,276,429,824
ASB8,1168,1250,1601,2282,3857
ASB9,6,2,2,14,16
ASCC1,602,457,643,750,1361
ASCC2,930,606,1177,1215,1268
ASCC3,664,759,524,1213,2515
ASCL1,134,134,591,343,518
ASCL2,20,35,23,22,43
ASCL3,0,3,2,0,3
ASCL4,0,1,4,2,4
ASCL5,40,63,77,18,109
ASF1A,417,446,534,900,1388
ASF1B,5,1,7,12,9
ASGR1,64,44,133,131,79
ASGR2,1,1,3,2,10
ASH1L,4923,7551,4640,12115,19366
ASH1L-AS1,38,44,68,68,70
ASH2L,1222,1288,1445,2088,3263
ASH2LP3,15,6,7,11,12
ASIC1,3271,3460,2818,6963,7355
ASIC2,637,628,1234,703,1313
ASIC3,706,675,1119,2210,987
ASIC4,599,317,787,558,712
ASIC5,0,0,2,0,0
ASIP,6,13,19,16,10
ASL,271,254,434,582,397
ASMT,7,4,16,19,6
ASMTL,926,1070,1383,1676,1844
ASNS,1321,866,1272,1318,2099
ASNSD1,506,512,739,982,1743
ASNSP1,0,1,3,0,0
ASNSP3,14,7,7,9,11
ASPA,2698,689,2304,1420,2124
ASPDH,729,590,884,1536,1094
ASPG,21,13,20,10,33
ASPH,1841,2424,2967,4360,6863
ASPHD1,7030,4715,8717,9202,5891
ASPHD2,980,1723,988,1867,2752
ASPM,17,8,12,20,28
ASPN,37,19,17,57,51
ASPRV1,192,103,181,261,302
ASPSCR1,1716,1434,2912,2948,1729
ASRGL1,1808,734,1395,2083,2332
ASS1,1347,911,1349,1721,1936
ASS1P1,0,2,1,4,4
ASS1P10,1,1,3,10,3
ASS1P11,1,2,0,1,0
ASS1P12,12,15,15,23,20
ASS1P13,0,1,0,0,1
ASS1P14,3,3,0,5,5
ASS1P2,26,20,33,60,37
ASS1P3,5,0,4,3,1
ASS1P4,0,0,0,0,0
ASS1P5,0,0,0,1,0
ASS1P6,0,0,0,0,0
ASS1P7,1,2,1,1,3
ASS1P9,0,0,0,2,0
ASTE1,92,116,129,188,309
ASTL,5,7,7,19,17
ASTN1,3950,6093,4926,7866,19281
ASTN2,1212,1476,2028,2458,2822
ASTN2-AS1,2,1,3,7,4
ASXL1,1400,1344,1509,2069,3152
ASXL2,815,999,859,1625,3343
ASXL3,173,97,251,199,288
ASZ1,0,1,0,1,3
ATAD1,1651,1955,1637,3727,5665
ATAD2,296,367,358,678,971
ATAD2B,140,158,227,360,398
ATAD3A,514,556,911,981,822
ATAD3B,789,745,1155,1680,999
ATAD3C,76,51,144,142,147
ATAD5,214,154,232,468,341
ATAT1,1324,1042,1398,1900,2804
ATCAY,7407,9026,10657,15122,19735
ATE1,825,974,813,1479,3023
ATE1-AS1,54,30,50,50,79
ATF1,145,112,198,284,439
ATF2,1223,1100,1352,1944,3855
ATF3,222,147,277,414,272
ATF4,3759,1886,4048,3909,5175
ATF5,473,397,494,549,712
ATF6,1173,1184,1208,2281,3907
ATF6B,2531,2290,3288,5093,5164
ATF7,678,388,699,851,1224
ATF7-NPFF,7,4,5,4,7
ATF7IP,869,1010,788,1288,2804
ATF7IP2,137,149,163,228,396
ATG10,201,189,223,376,422
ATG101,411,363,591,745,697
ATG12,814,734,1029,1767,2231
ATG13,4604,4349,4907,7583,9234
ATG14,629,509,699,860,1178
ATG16L1,791,852,571,1336,1665
ATG16L2,671,809,1073,1676,1301
ATG2A,2821,3975,4659,5718,5660
ATG2B,1542,1741,1308,2189,4776
ATG3,1029,653,1148,1626,1994
ATG4A,162,123,133,256,394
ATG4B,2870,2297,3624,4845,4583
ATG4C,532,263,481,729,1023
ATG4D,775,531,910,962,853
ATG5,393,327,367,576,1160
ATG7,577,460,822,892,1066
ATG9A,5474,6131,6243,11196,11256
ATG9B,260,269,238,287,529
ATIC,1422,1425,1340,2471,3812
ATL1,1713,2071,1809,2893,5380
ATL2,886,1157,798,2058,2980
ATL3,701,598,846,1247,2118
ATM,1107,975,1155,1848,2753
ATMIN,2137,2341,2112,3185,6315
ATN1,15037,16686,26427,24200,25984
ATOH1,1,0,0,0,0
ATOH7,46,42,114,55,82
ATOH8,380,121,759,360,290
ATOX1,364,288,499,490,656
ATP10A,1557,559,828,1641,1324
ATP10B,635,225,593,773,759
ATP10D,272,227,249,397,769
ATP11A,2085,1680,1578,2493,4279
ATP11A-AS1,8,7,23,21,16
ATP11AUN,0,0,1,1,1
ATP11B,473,399,426,591,1109
ATP11C,284,415,237,774,1490
ATP12A,3,5,7,4,11
ATP13A1,2889,3381,4543,5685,5092
ATP13A2,14414,14241,21433,18593,18020
ATP13A3,947,1387,984,1854,3394
ATP13A4,394,538,744,1129,2000
ATP13A5,53,34,43,63,103
ATP1A1,14416,21116,15309,27253,45520
ATP1A1-AS1,36,35,42,60,89
ATP1A2,32207,40302,53090,97655,117189
ATP1A3,68305,41447,51104,43691,72033
ATP1A4,38,52,20,27,53
ATP1B1,14027,9441,10597,12569,25592
ATP1B2,8035,10056,15356,23193,31130
ATP1B3,1011,952,945,1941,2510
ATP1B4,2,0,0,0,3
ATP23,65,87,96,171,228
ATP2A1,71,88,126,174,106
ATP2A1-AS1,10,4,4,5,4
ATP2A2,14480,17604,12638,29780,42131
ATP2A3,557,412,379,553,529
ATP2B1,13949,20999,12039,59603,57937
ATP2B1-AS1,677,924,678,1498,2264
ATP2B2,12763,17722,9343,21754,27716
ATP2B3,2679,3775,2480,4753,6192
ATP2B4,4282,3959,5242,3787,18221
ATP2C1,2460,2445,2676,4253,7021
ATP2C2,74,137,281,334,543
ATP2C2-AS1,6,23,21,27,35
ATP4A,6,2,7,3,2
ATP4B,2,7,17,7,18
ATP5F1A,10770,10101,10577,17923,25499
ATP5F1AP1,0,0,0,0,0
ATP5F1AP3,13,3,6,13,11
ATP5F1AP4,1,0,0,0,0
ATP5F1AP7,0,0,0,0,0
ATP5F1AP8,0,0,0,0,0
ATP5F1B,13640,12276,11112,26512,31659
ATP5F1BP1,0,0,0,0,0
ATP5F1C,1779,1504,1933,2755,3791
ATP5F1CP1,0,2,0,3,1
ATP5F1D,1807,1221,3233,2122,2096
ATP5F1E,717,488,1176,983,1222
ATP5IF1,1367,1100,1969,2513,2412
ATP5MC1,795,630,1213,1395,1280
ATP5MC2,1809,1096,2933,1953,2821
ATP5MC3,2004,1641,2048,3708,4441
ATP5MD,520,408,895,930,931
ATP5ME,113,61,293,216,163
ATP5MF,316,233,532,477,635
ATP5MF-PTCD1,0,6,2,4,6
ATP5MFP1,0,0,3,0,1
ATP5MG,973,1048,1306,2603,2872
ATP5MGL,8,4,4,21,6
ATP5MGP3,0,0,0,1,1
ATP5MGP7,0,0,1,1,0
ATP5MPL,1426,1117,1756,2559,2750
ATP5PB,1712,1515,1883,3414,4663
ATP5PBP1,1,4,2,10,12
ATP5PBP2,0,1,0,0,0
ATP5PBP4,0,0,0,0,0
ATP5PD,745,606,1158,962,1130
ATP5PDP1,0,0,1,0,0
ATP5PDP2,6,7,4,11,12
ATP5PDP3,0,0,0,0,0
ATP5PF,538,465,958,968,1143
ATP5PO,268,162,390,503,470
ATP5POP1,0,0,0,0,0
ATP6,161630,206931,264253,293917,374105
ATP6AP1,7605,7028,9129,12544,16074
ATP6AP1L,288,202,382,370,346
ATP6AP2,3153,3478,3394,7052,11346
ATP6V0A1,11021,12680,9728,15723,25467
ATP6V0A2,398,416,450,698,873
ATP6V0A4,9,17,36,24,65
ATP6V0B,2757,1924,2881,3853,5107
ATP6V0C,41,14,72,42,30
ATP6V0D1,4487,3244,4503,6403,9045
ATP6V0D2,0,0,0,1,1
ATP6V0E1,627,383,786,927,1281
ATP6V0E1P1,5,7,1,5,1
ATP6V0E1P4,0,0,0,0,0
